review_id,stars,text,Food Quality,Customer Service,Place,Menu_and_Pricing,Drinks,Time
Uf2uqKhdz4oA8YsuuEerBg,5,"I probably would have never come here had I not been invited here by a friend, but it was very tasty and good. I ordered very simple fare -- a chicken tender plate with french fries -- but sometimes the simple dishes are the best. Everything on the plate was delicious, and even after eating my fill, I still had plenty to take home to make a second meal out of it the next day. 

The table also ordered a plate of onion rings, which were particularly excellent. As onion rings go, they were lightly breaded---I would almost describe them as delicate, which is not an adjective I typically associate with onion rings---but still crispy and crunchy and perfect. Extra perfect, perhaps. They don't let you order them as a ""free side"" with regular entrees, and I can see why. But that's probably them doing you a favor -- once you have a single ring, you're probably going to want a full order of them.

Looking forward to coming back again!",1.0,0.0,0.0,0.0,0.0,0.0
OGCstr71uKwkeJQ5vMOfQQ,5,"Always a fan! This place may be a chain but it is a great chain! I love the fact I can add little sides for $1.50 and be super full AND have leftovers after. I have traditionally only gotten the penne rosa with feta cheese for nearly fifteen years, but I tried the pesto cavatappi and it'll be hard for me to choose next time! I don't think that I have had anything here that I do not like. It is filling and does not hurt my wallet.",1.0,0.0,0.0,1.0,0.0,0.0
8jYdzpcEAY0ugvw9akJ8zQ,5,"Great pizza (second to only Gaetanos in Delco).  To be honest, the most impressive food was their fried polenta.  Extremely tasty!  Service was excellent and the overall atmosphere nice.  I would definitely recommend to give  Pica's a try.",1.0,1.0,1.0,0.0,0.0,0.0
4UJM4JPVQKUg7FHPGbZfjg,4,"Minella's is a staple diner on the Main Line. I used to go often in my younger years, but now I'm way too practical to pay for breakfast too often and I don't have many late nights. 

I went recently for a networking meeting with an old colleague. I was sat immediately and offered coffee, yes please. The breakfast menu is your typical diner type things - eggs, omelets, french toast, pancakes, etc. I ordered an egg white omelet with a side of fruit and dry toast. The portion was fair and the price was aligned with the Main Line, but didn't feel over charged. 

The two guys working the register were pretty funny and friendly. Service was good but not obtrusive since we were there talking business.",0.0,1.0,0.0,0.0,0.0,0.0
G1W1z469F1nmTLHqPI2nxQ,5,"Fantastic, a meal that was delicious through and through. Second time I have been there (alone), and as an out of towner looking to try various places, I really didn't plan to go back, but then couldn't find a good reason not to? 

I was disappointed that the menu, which is seasonal, was not right on Google.  I almost left because of the disappointment. But I let the bartender guide me, and had a phenomenal experience for the second time. 

This time, ate a seasonal salad (off the menu, special), crabcakes, and a delicious creme brulee. Last time I was there, I went more hearty, a lamb dish which is not on the menu. 

I will be back!",1.0,0.0,0.0,-1.0,0.0,0.0
tNNCuCuB8KKYVZk4VpofqA,1,"Of course Nashvillians would rate this place five stars. 

Dry, unseasoned tacos. I appreciate fusion, but this wasn't it. Still in search of excellent fusion Mexican food!",-1.0,0.0,0.0,0.0,0.0,0.0
2etWXI_FsVhAwSOBQphIxw,4,"Haven't been dissapointed yet. Everything I've eaten there (pasta jerk chix - my fave, tostones appetizer, bread, chix w/ yucca cubes, wings) has been completely delicious and worth hopping over the bridge for!! Highly recommended for a chain restaurant!",1.0,0.0,0.0,0.0,0.0,0.0
k5Rkd6KDA3UKUYa_tt6KXg,1,"BEWARE OF THE RACIST SERVER/BARTENDER ""GINA"". Today I went for drinks and hookah with a family member, the experience was the worst I ever had. I've been to this place multiple times and this was the worst. It started with my server name Gina, (not sure if thats her real name because she said it with an attitude when asked), she was very rude and should never work in customer service because she simply is not cut for it. Next was the food, my family member ordered a grill chicken and was not happy with it. Therefore, very politely she told the server about it and the server ""Gina"" goes ""I cannot take it back"" then walks away. Five mins later she come back and says, "" The manager/owner in the kitchen said I can remove it from the bill"". My family member then goes, ""May I order something else?"" The server then goes, ""No!"" So I ask may I order food and she goes, ""No one can order food from this table"". We then ask may we speak to a manager, she then goes, ""No, you cannot see a manager and if you do, he will kick you out."" Next I ask the hookah guy who refills hookah, ""Can I see a manager?"" He then goes, ""There's no manager here and I cannot get him, he's mean"". I am very disappointed in this establishment and they need to fire ""GINA"" and apparently needs new manager. DO NOT SPEND YOUR MONEY HERE",-1.0,-1.0,0.0,0.0,0.0,0.0
eIeZL2MlMFNU3ylyU7-_LQ,3,"Although I give Sbraga 3 stars, I will never come back here due to the extremely small portions of food. Like another person commented, I actually left hungry after the 4 course, $45 prix fixe meal. Fortunately it was an expense account meal.

This might be a place to come if you are trying to impress ""foodies"" but if you really love to eat I suggest either going elsewhere (like Amis) or make sure you are not really hungry at dinnertime. For example, the scallop/pork belly dish consisted of a single scallop, a 1 by 2 inch piece of pork belly, and 2 tiny watermelon squares.  The flavor and presentation of this dish was incredible, but after tasting it I wanted more. I wish I could have ordered 3 of these.

So- while the food is awesome, I just can't recommend Sbraga.",1.0,0.0,0.0,-1.0,0.0,0.0
cTSHTfakBqQ3u_qdR3XR1A,4,"We love Grace, but their delivery time could use some work. Currently still waiting at the window on our online order supposedly ready at 6:20...40 minutes later so far.

Edit: they apologized and refunded our purchase--thank you for showing up, Grace! We'll continue to come back and appreciate you taking care of us.",0.0,1.0,0.0,0.0,0.0,-1.0
t8BZWVnXGB0yYgckFNANxQ,4,Fast service and pretzels are always hot and cheap!  Gotta love the check in special with yelp!,1.0,0.0,0.0,1.0,0.0,1.0
y1iCl2yzGlH1wnmU7DPp_w,5,"Brand spankin' new restaurant, but I was definitely pleased with the quality of the food and service, especially given how recently they opened. Unfortunately they don't have halibut on the menu, so we tried the basa and the catch of the day (Snapper). You have the choice of classic (battered and deep fried) or pan-fried -- we went classic for both. The fish was nicely battered and fried well without being greasy. I particularly liked the snapper so I hope to see it as the catch of the day regularly. Tartar sauce was delicious. Fries were fresh cut and tasty. Also tried the Niçoise salad which was a delicious lighter option--the tuna was perfect with potatoes, eggs, and green beans. The banoffee pie was a small portion for $7, but very good. The only miss was the cheddar biscuit which came out a bit too dry and crumbled into small pieces when I cut it.
Overall, Grandin Fish n Chips is a welcome addition to the area. Based on my first visit I will surely be back as many other menu items sounded promising, and I think the quality of the experience will only improve further.",1.0,1.0,0.0,1.0,0.0,0.0
xHpIynN_WwhWZ259HHsDRw,5,"Best place on st. Charles!! Love oysters, burgers, and drinks!! Great scenery outside.",1.0,0.0,1.0,0.0,0.0,1.0
vLS0fupy0y7qdL6a9I_G_Q,5,"Made the Sunday trip from Jersey just for the Cafe', was not disappointed. Had a bowl, some soup and Black tea. Had to take a to go bag the portion was so large. I will take the train again for another meal. I'm looking forward to it even though I'm a confirmed meat and fried food addicted guy.",0.0,0.0,0.0,1.0,0.0,1.0
dCWi2An6DSAmOPPjFEP04w,5,"We had a great experience, came on a Saturday around 10am and there was line of people waiting but since it was only two of us they told us to check bar.  So we got seated immediately.  Had the Bloody Mary which is their own mix, and mimosa.  Bartender then recommended the breakfast buffet.  It had biscuits and white gravy, regular scrambled eggs, and scrambled with pulled pork, peppers and cheese.  Then bacon, smoked sausage, grits, French toast casserole and pancakes.  Biscuits were good, eggs with pulled pork was delicious.  Also recommend using their BBQ sauce and hot sauce.  They also had a good selection of local beers on tap.

Overall great experience",1.0,0.0,0.0,0.0,1.0,1.0
GJOVs_UeoykJ6DkEtTKNOQ,2,"My husband and I received a gift card and were very excited to try the Oceanaire.  Valet was reasonable and the decor was nice.  The floors were very slippery careful! I ordered the Fillet and my husband the Cobia. We also ordered the matchstick fries as a side.  Both of our meals were mediocre at best.  My 30+ dollar fillet was just that, on a big plate, with no sides.  Unimpressed.  We each had 1 drink and the chocolate Caramel cake. Our bill was 135.  We will not be back.",-1.0,1.0,1.0,-1.0,0.0,0.0
M-TX_Q2rVXmhzaiXlhDF3w,5,"My first time there and I will go back. Loved the place and am excited to take my college girls there. Great food, friendly, and the coffee is excellent.",1.0,1.0,1.0,0.0,1.0,0.0
DYzXaUi2STqFkiCYY9a5iQ,5,"This is one of the best places to get food in Nashville. The owners a true testament to the entrepreneurial dream. I can't speak highly enough of this couple. They know what they are doing. The food is incredible, coupled by some great people.",1.0,1.0,0.0,0.0,0.0,0.0
PscHPw85B0XXm57BpESejg,4,"Took my daughter here for a coffee and breakfast. The vibe was really cool, the service was great and the food was good. Great place to meet up with friends for a coffee and bite to eat. It was our first time in, but it won't be our last.",1.0,1.0,1.0,0.0,0.0,0.0
CnzuWzXguBOfqlfe-_CAFw,5,Love the quinoa salad. All the ingredients were fresh and it serves as a rather healthy (and quite filling) option whilst shopping at the KOP mall.,1.0,0.0,0.0,1.0,0.0,0.0
xSwEOIVGshdCNGEYG4rjEg,5,"We absolutely LOVE this place! The food is delicious and Keb is the sweetest! We have an Ethiopian son who feels right at home here with this authentic food and kind people. The food is cooked from scratch when you order so it does take some time, but is well worth the wait!",1.0,1.0,1.0,0.0,0.0,-1.0
YKeUSidy2_inrq-fi_PW8g,4,"The service is top notch (okay I tend to go on evenings when there isn't many crowds (Sunday / Monday). One evening tried out the cheese ball and crackers: Cheese was good but the crackers weren't up to par. 
Plenty of options to creatively mix and match ingredients for mac and cheese. 
Missing: Where's the bread: Biscuit, bread, rolls, corn bread or some type of bread which would be included with the mac and cheese would be a wise addition to the meal.",0.0,1.0,0.0,0.0,0.0,0.0
3wBJ2Pu8BrzwIaaNpoFnjg,3,"Stopped by after making a reservation. Was greeted nicely and given a table in the middle of a small dining room. The place is very quaint but very loud for its size. 
Not sure if they have an online menu but when my date and I looked at the menu, we weren't happy with the selections. We'd never heard of most of what was on it. 
Unfortunately we weren't happy with the selections and decided to eat elsewhere. 
I'm not giving a bad review, but can't really give one based on the food.",0.0,0.0,0.0,-1.0,0.0,0.0
VP1Jc-w-gWbIxcqMWtST5w,5,This is the best sushi in New Tampa. Some of the Japanese steakhouses have sushi but none compare to Bonsai.,1.0,0.0,0.0,0.0,0.0,0.0
G-FLNgrnO9YejU_mQLvgFQ,4,"Went to Sucre yesterday to purchase a birthday cupcake for my very discerning employer. Becca, the lovely lady at the counter not only helped me pick out something delicious, but also packaged the gift beautifully. My employer was extremely pleased with the gift (and trust me - that's impressive).

While Sucre is expensive, the quality is high, and the customer service is excellent.",1.0,1.0,0.0,-1.0,0.0,0.0
2hDydyuuw-PXuwKs879iiw,5,"We have tried Sugar and Spice several times and have enjoyed everything we have sampled! So far, our favorites are the drunken noodles and basil fried rice. Portions are large - we usually get at least one dinner and a lunch out of an entree, sometimes two lunches. With the curry dishes, if we make extra rice at home, we can definitely stretch for another leftover meal. All of the dishes, even if you have a meat protein, have a wide variety of vegetables - not just frozen carrots and broccoli often associated with take out. We have always called the order in and picked it up (vs. delivery service)  - our order is always correct and even on a busy night it has always been done within an hour. Will definitely continue to frequent this restaurant!",1.0,1.0,0.0,1.0,0.0,1.0
73d6wY_K4ehbGrzqwmyT9w,2,Had lunch here today with my wife and I would have to say the place earned the two star rating. The cheese enchilada was dry. The rice taste free and beans seemed to come from a can. Is there a Mexican in the house? I think not. The chips and salsa were good and the server tried hard to please. We finished of lunch with a brownie something and it was average.,-1.0,1.0,0.0,0.0,0.0,0.0
LTOZn-OEYdxXZyiVOSB8pw,3,"Service was ok, although I've experienced better at other locations. I had the Hi Springs Chicken entree, which is two pieces of chicken breast topped with your choice of cheddar or swiss cheese, mushrooms and bacon. It was very good. What I didn't appreciate was how they served my husband his dish. He ordered the unlimited ribs. The first plate was very nice, but the second and third servings looked like they were burnt and shriveled. Not the best presentation whatsoever.",0.0,0.0,0.0,0.0,0.0,0.0
99QdLypxV7Y9Q5Q2yJ0JKw,1,"Sushi and tempura was decent.  I prefer a couple other local places.  I came here for the ramen.  It's terrible.  They have no business serving it.  My girl and I were the only customers at 11am.

The noodles were soggy.  The broth, if it was even prepared in house, was cloudy and flavorless.  There was a decently undercooked hardboiled egg.  There were two tiny slices of pork loin or substitute.  I would never pay $11 for such an absurdity.  Buy ramen from the Asian market and make it yourself.

Wasabi, if you can't make tonkotsu dashi, then don't!

Take it off the menu.",-1.0,0.0,0.0,-1.0,0.0,0.0
YomDGrrm3eFhH_uBbU1ndg,1,If you want to wait 4 hours to get overpriced average vegetarian food the this it the place for you,0.0,0.0,0.0,-1.0,0.0,-1.0
lM0nP5B3H66XuQzvlG5VkA,4,"Very tasty, well prepared pizza. Chicken piccata is excellent, enhanced with sliced garlic. Desserts are worth the calories. Gelato..yummy! We were there when very busy, yet service was great! We will return soon.",1.0,1.0,0.0,0.0,0.0,-1.0
wVVpQrEoyTztzInsCPkexw,5,"This place is awesome. Their sushi is good, and they actually put effort into their vegan dishes! My partner is able to choose from several different mock meats (get the mock chicken with garlic sauce, trust me). It's really nice that we are BOTH able to enjoy Chinese food despite food restrictions. Prices are about on par with other Chinese food places.

The staff is very friendly and polite, and online ordering through their website is always a breeze. The best part is that they have CRAZY fast delivery times within East Falls - every time we ordered, they got there in less than half an hour. It's awesome. We moved out of the area, but we will sorely miss our dear Shan Chaun.",1.0,1.0,1.0,0.0,0.0,1.0
ohP32LCFW2yEkLioV_MuMw,5,"I only recently discovered this gem!  The best crab cakes I've had south of Baltimore!  If you are looking for genuine Chesapeake area food - this is the place (and I may add, the only place to get your Md grub on in the Tampa Bay area).  I have tried crab cakes all over the area for the past 9 years and I came close twice - Hickory Hollow in Ellenton (great BBQ & crab cakes that are very good) and, believe it or not, Frenchy's Rockaway on the beach in Clearwater (both places use minimal filler but fall short on the seasoning and Old Bay).  Blake's Cakes are the real deal - I even brought a few extra home and reheated them the next day and they were still better than any I've had anywhere else in Florida.
If you're from the DC/Baltimore area (or ever been) and are searching for that unmistakeable authentic Maryland Crab Cake -- this is your place!  Try the Old Bay fries while you're there!!
For all you locals, if you've never had a Md Cake, you should try one and see what you've been missing!!  LOL
Thanks Blake -- great job of seizing an opportunity and I believe your cakes are better than most I've had in the DC/Baltimore area, let alone Florida!  Great job!!",1.0,0.0,0.0,0.0,0.0,0.0
v_zOywzUpd3k_dA7FPrNAw,3,"Expensive for a small portion of ramen in a big bowl. The broth and meat were too sweet. Also, the broth was luke warm upon arrival. Only giving an extra star because of the hostess who opened the door for me and the server who came by multiple times to make sure we were ok. Maybe I'll give it a few more months and try it again.",-1.0,1.0,0.0,-1.0,0.0,0.0
lvwNDWscdsiGSMq6lQPUtg,1,"Let's talk about the customer service- when any restaurant gives you the wrong order-regardless of who misunderstood-the customer is always right! 1.This place argued with me about what was said when placing an order. 2.They insisted on charging me for the right order even though they got it wrong. WOW. We usually order from here all the time, but not anymore. HORRIBLE customer service.  I hope this is not the service the managers encourage.",0.0,-1.0,0.0,0.0,0.0,0.0
N0S16ACss8V1JuGJ-Lp36Q,4,"At this homie feeling, cafe style restaurant, the food outshines the quirky, free-spirited decor and laid back, no-frills service. 

I came here for a late brunch on a Saturday. Breakfasts were set at $9 a plate, and lunches were $12, with some sides and smaller dishes available for various prices. I ordered the vegan egg and tofu biscuit sandwiches. Very filling and very satisfying, the vegan egg was soft and squishy  which was a nice change from the usual dry, crumbled tofu you get subbing egg at most other veg restaurants. The tofu slabs were well formed and browned perfectly on the outside. The biscuits were dense and heavy like any good tea biscuit.  I thought the sandwich might be too dry and was tempted to ask for ketchup, but the vegan egg mix proved to be ""creamy"" enough to balance out the biscuit and fried tofu.   It is not often I don't reach for ketchup and hot sauce with my savoury breakfasts so this was a plus. Though there is a server who takes your order and brings you your food and drinks, you must go up to the till to pay your bill after your meal and there is a station for you to fix up your own coffee. They offered dairy milk and coconut creamer. The coconut creamer was heavy on the coconut flavour making my java a tropical caffeine kick. It is not the coconut creamer I am familiar with, and while I wouldn't want my coffee like that every day, it was a welcome alternative to black coffee at the time. All the baking they sell is vegan (there is a sign that says so) but it was not explicitly clear how much of the menu was vegan. Given that they offer dairy creamer, I think it's best to ask, clarify, and request just to be safe. 

Clever Rabbit gets 4 stars because the coconut creamer interfered with my coffee's flavour, because my picky friend said her French Toast was soggy, and because it was such a fast meal and my first time there that I can't feel confident saying they are 5 stars for sure.

I only wish I'd had the opportunity to sample the baking as it looked inviting. If it is anything like the biscuit in my meal, than it must be yummy.",1.0,1.0,1.0,1.0,-1.0,0.0
LNjx7yFMfAORQ-06lu8uuw,4,"Passing by we were looking for a place to eat and we came across Wildhorse Saloon. The place was AWESOME!!! Very cool atmosphere, great entertainment and customer service. The food was pretty good. In my opinion a little too pricey for what you get. I got a house salad added grilled chicken. The chicken was 3 bucks extra and it was cold. Kind of confusing. However, he had the brunch burger and LOVED it. For an app we had fried pickles and they were A M A Z I N G!!!",1.0,1.0,1.0,-1.0,0.0,0.0
jg5PtsUBvyNUmjDclrx58Q,3,"Two meals...Homemade Sopas and Chicken Chimichanga = $31.07. No drinks, no apps..nada...just two meals and not including tip.
Food was great, decor great....service...really good.
But...too many tables in too small a space.
Prices are high..food is really good. What's your pain threshold for your check?",1.0,1.0,1.0,-1.0,0.0,0.0
JdNHqWNJeTKRwhmbl8G5WQ,1,"2nd time at the k&k. Service was terrible this time! Actually ruined the whole night. Hubby and I went back for one last date night sans kiddo and pre new kiddo.  We were there last weekend for dinner as well since we were gifted it. (See other review).

 Having made reservations, I was seated right away and waited as hubby parked the car. The waitress came over almost immediately to take my drink order. Since I wasn't drinking alcohol,  it was a quick order of a sprite for me.  When hubby arrived,  waitress ran over for his drink order, which was prompt;  however, since there is quite an extensive beer list,  he wasn't able to peruse over it liked he wanted to. It was ok since we were here last week and saw what was going to be tapped this weekend. He was prepared for his first pour. We also put in an appetizer order, the hummus.

The beer and appetizer came out almost immediately.  When the waitress dropped the appetizer off she also took our dinner order.  Having drank all my soda and water, i had to ask the waitress for refill. The refill came out right away. 

Half way through eating the appetizer, our diner order came out.  I HATE it when your dinner order has come out and the dirty appetizer plates haven't been removed, let alone you are still eating and enjoying it!

However,  we finished the appetizer while eating over our dinner plates.   The waitress came back and cleared our plates after I stacked them since now the tint two person table was overly crowded.

We had cut our turkey burger and sandwich in half and then in quarters to share a bite. The waitress came over and asked if we wanted to take our food home???? We barely started to eat. Read one bite out of my sandwich. We said not yet but she took another beer order for hubby. We continued to eat. She Never came back with the beer...ever. In fact she went missing for a good 15 minutes,  which was good because we actually got to eat but bad because hubby and now I were thirsty without beer/soda/water. 

Side note: I ordered the turkey burger since I enjoyed the wings last time. However the Turkey burger was poorly seasoned,  and tasted like plain hot sauce, not the hot and honey it was stated to be. The blue cheese was also missing from the burger. Hubby got a sandwich with ham, the greasy fried chicken I had gotten as a meal last weekend and a bunch of other stuff; however it was so overpowered with chili in adoboe sauce it was nauseating.

Three quarters through our meals we were disgusted and thirsty,  server finally came back, sans beer, and asked if we were ready for the check.  Absolutely disgusted by both the service (*lack thereof) and the food, we said yes. When the check came we were curious if the second beer was one it or not since we never received it. It was! We flagged down the waitress and told her we never received it and she glanced on the table and said ""oh no you didn't"", I'll take it off. She never offered to go get it.  Hubby was thirsty and wanted a drink since his meal was spicy and salty, but at that point he was so aggravate he ignored it.  Since we placed our payment in the folder she walked off with the rwceipt and payment, when she came back she just mentioned she had removed the beer from the receipt,  no apologies. 

Our Saturday date night dinner with an appetizer, meal, drink(s), consisted of  a sum total of 45 minutes from when I walked in the front door of the restaurant till I walked out the door. I like prompt service but this wasn't it it,  it was poor and rushed, and I left feeling like I ate at McDonald's. At least there I can get up and get myself a refill!",0.0,-1.0,-1.0,0.0,0.0,0.0
wRCVpgc-771HQCQbzLniEA,4,"You need only order one thing - ""Spicy Beef Noodle.""

A bit of a dirty cart on the exterior, but it seems rather clean inside.  Either way, it is worth the risk.",1.0,0.0,1.0,0.0,0.0,0.0
GILeE5Xf8tdPcdvfkQlVPw,3,"Nice, clean little place on Magazine Street in the heart of the Irish Channel. 

We came in on a Saturday night and were greeted by a funny woman who we assume was an owner. She had an oddball sense of humor that I really appreciated.

This place offers two menus. American and traditional Szechuan. I ordered off of the American and got General Tsao's. I asked for it to be extra spicy. It wasn't. It was good, but verrrrrrrrry bready. Too much for my taste.

He got Szechuan chicken. Yum! Spicy chunks of pepper and chicken in a zesty sauce. I really liked this dish and I would probably order it on my next trip.

I recommend ordering off of the traditional menu. Wayyyy better.",1.0,0.0,1.0,0.0,0.0,0.0
tfyCYFLNpRRastjxTDyPpw,4,"Visit: January 28, 2014.  A Non Yelp friend of mine (Yes I have some) know I am all about the YELP so she checked reviews for a nice weekday lunch and found BlueFin2.  
It's a diamond in the rough due to its strip mall location with odd parking. And the interior is pretty plain for a Japanese/Sushi like place but  I am so glad we gave it a shot. It was an enjoyable experience. Service was happy and friendly and fast.
Prices here are more than reasonable. Some items here are a dollar or two less than their competitors. I.E. edamame was $3.95.  YELP out loud!

We both had the Seafood UDON which was chock full of seafood in a volcanically hot broth which we both really loved.  We shared a tuna w avocado sushi  appetizer and steamed dumplings.

We've found our lunch place for Plymouth Meeting mall outings.",1.0,0.0,1.0,0.0,0.0,0.0
WVhPbLqQlmynins00iFIGw,5,So fun to go with friends and share tapas size dishes. The flavors and choices can be different with each of our visits!  Having the cheese selection before dessert is a nice transition before getting the French pressed coffee and delicious sweets. Enjoy!,1.0,0.0,0.0,0.0,1.0,0.0
